sequence,label
minuteshourday monthyear found comment like coz want remember song whole lifedisappointedface,1
jesus loves,1
listening two thousand twenty-two,1
twelve years later listening legged respect smirkingfacesmilingfacewithsunglassessmilingfacewithsunglasses,1
best song one,1
twelve years still viral,1
loved song smilingfacewithhearteyessmilingfacewithhearteyes,1
gave boy,1
sucks sucks sucks sucks sucks,0
fun fact masterpiece him dislikes loudlycryingface,1
like song,0
first time realize ludacris song ong grinningfacewithsweatrollingonthefloorlaughing,1
baby song justin bieber fullscreen whatsappstatus full he backhandindexpointingright,1
people hate song,0
big friend brother redheartheartwitharrowheartwitharrowrevolvingheartssparklingheartsparklinghearttwoheartsheartsuit,1
almost forgot song listen still legendary song fireredheart,1
love,1
april two thousand twenty-two refreshing memories hand,1
people watching twelve years wow,1
fun fact twelve years comment section still active,1
twelve years bad hi sake few hai,0
justin bieber chip big fan,1
voice wildflower,1
twelve years people active song winkingface,1
twelve years still recommended,1
know created masterpiece,1
cute sex pretty much everything went downhill facts started acting dumber getting trouble,0
legend still listen shit 2022okhandtoparrowcoolbuttongrinningfacewithsweat,1
listening song two thousand twenty-two redheartredheart,1
twelve years pops still watch,1
legend watching two thousand twenty-two april smilingfacewithsunglasses,1
wish could see dislikes,0
hi love best,1
justin sixteen like today grown,1
lol edit wait remember posting comment,0
sale drake,0
wow great like astonishedfaceastonishedfaceastonishedface,1
two thousand twenty-two still listening never get old,1
anyone notice drake,1
got ok skull,1
ri,1
still listening song two thousand twenty-two legend,1
remember heard song class four sang song school still favorite though study collegeheartexclamation,1
twelve years later seen victoryhandsmilingfacewithheartssmilingfacewithhearts,1
legends watching 2022relievedface,1
even faded three views grimacingfaceshock,0
soooo really amazing one favorite song ever,1
justin bieber baby song think watched one thousand times,1
fun fact twelve years comment section still alive,1
twelve years later,1
two thousand twenty-two still listening songredheartsparkles,1
smilingfacewithsunglassessmilingfacewithhearteyessmilingfacewithhearts,1
still always,1
twelve years two thousand twenty-two still listening masterpiece beautyblueheart,1
rich beautiful,1
twelve yearredheart,1
song twelve years old,1
baby baby baby tooth like baby baby baby noooo good job,1
well notice drake music video,0
timeless talent two thousand twenty-two waiting perform grannies,1
song ruled world good,1
hai two thousand twenty-two,1
could listen daily nil,1
om nostalgia two thousand ten lol heartsuit,1
fourteen two thousand twenty-two showed grammy looking like teenage boy father suit,1
tik tok,1
well twelve years might swell watch video,1
real fact eleven years comment section song still active never stop,1
love song listen every single day sing along,1
love justin river fan since four really want meet,1
april two thousand twenty-two let see many people watching masterpiece,1
kid pretty good stick probably make money singing,1
kinda,1
one hundred fourteen guys drake song one hundred twenty-one,1
comments still active,0
hair,0
like moments still active,1
song fantasy song listen justin biberhe great world song,1
blackheads,1
shout lude drake hundredpoints,1
eleven years comments section still fresher supermarket fruit,1
like itsmilingfacewithhearteyes,1
recommended eleven years,1
love man know haters mad whatever reason still top memo guy redheartfire,1
someone reading,0
did,1
still clear,1
one hundred fourteen om om om om drake spotted,0
love justin niels,1
bangladesh bangladeshbangladeshbangladeshbangladeshbangladeshbangladesh,1
son loves,1
wow,1
comment future self wonder successful asshole,0
best show ever,1
fun fact twelve years comment section still active,1
thinking time roderick sand girls sweet sixteen good times,1
follow blue,1
right started listen music become really today true believer,1
smilingfacewithhearteyesfire,1
favourite okay,1
come long way,1
hope wins grammy categories nominated,1
totally watching decade later,0
first justin beaver song every heard years later listening,1
om twelve years,0
meds nostalgia,1
two thousand twenty-two gang redhead,1
fun fact twelve years comments section still active,1
knew,1
baby said much times,0
ultra legend watching 2022facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
song rocks always,1
stop stalking,0
ten years ago know comment section zanyface,0
fun fact song history ten years history boring,1
growingheartheartsuit,1
hi,1
gey,1
oh oh oh jajajajajaja yes,1
two thousand twenty-two still fresh smilingfacewithhearteyes,1
fabulous masterpiece never get olds,1
callmehandivide malayalissss undocallmehand,0
enjoy till,1
push block boy,0
dixie said disliked song lied,0
one hundred fourteen drake,0
yawningfaceyawningfaceyawningfaceyawningfaceyawningface,0
babyredheartredheart still listening guys,1
heard first time thought girl singing ad,1
two thousand twenty-two smilingfacewithheartsredheart,1
fun fact ten years comment section still active redhead,1
king,1
miss song tiptoe,0
twelve years wow,1
comments one minute ago crazy,0
best song ever thumbs,1
love smilingfacewithhearteyes,1
two thousand twenty-two april anyone,0
twelve years passed song going,1
twelve years ago complete peace one peace masterpiece,1
like yougrowingheartgrowingheartcambodia,1
childhood fav song india,1
love,1
favourite song purpleheart,1
comes real lover justin starstruck,1
love way sing justin cool,1
good job song verry good,1
like english song justin bieber sparklingheartsparklingheart,1
gay,1
do,0
bij,1
dislikedboy,0
justin bieber upcoming top three songs must watchsignofthehornslightskintone,1
justin bieber upcoming top three songs,1
ican,1
song came born grinningfacewithsmilingeyesgrinningsquintingfacefacewithtearsofjoyrollingonthefloorlaughing,1
againgrinningfacewithsweat,0
nice thumbs india aryans nuhadbar meat,1
wrong song,0
two thousand twenty-two still favourite victoryhandsmilingfacewithhearts,1
think ludacris sings twenty time sings hanging round school yard like redo bear,0
two thousand twenty-two,1
good good,1
twelve years ago perseveringfacefacewithtearsofjoysmilingfacewithopenhands,1
right cryingface,0
mine fav time,1
ludacris fast furious drake god plan passion fruit tootsie,1
question selena gomez video,1
justinbieberbaby,1
sang singing katana,1
changed life,1
smilingfacewithsunglassessmilingfacewithhearteyes,1
welcome indonesia november brother kuredheart,1
two thousand twenty-two,1
twelve years comment section still oncrossedfingers,0
awesome years,1
id say song goes crazy loudlycryingface,0
justin sue asian doll copied beat,1
still one favorite songs ever redhead,1
disliked video world,0
keep listening music like first time heard emotion feeling,1
never knew drake,0
agree never disappoints us contentclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghands,1
baby gay,0
song even two thousand twenty-two,1
maybe like said first time,0
bros looking back wanting delete,0
comes,1
well first video showed first baby twelve years ago today seeing live concertsmilingfacewithopenhands,1
wif one hundred twenty-one drake crazy world men,0
ever feel depressed remember twenty millions liked,1
two thousand twenty-two still listening,1
whoo,1
making much fucking money saying baby,0
ummm girl look real like selena,1
someone notice two hundred two drakefacewithtearsofjoyfacewithtearsofjoy,0
still listening song twelve years loudlycryingfaceloudlycryingface,0
donald trump gettin ass beat,0
of,0
still active,1
twelve years later people still listening masterpiece,1
facewithrollingeyesfacewithrollingeyesrelievedfaceheadphone,1
ludacris kid used think random black guy,1
years laterfacewithtearsofjoy cking love song,1
thumbs good,1
yoo two thousand twenty-two eyes,1
two thousand twenty-two like,1
malaysian house hey,1
keep touching like kept grabbing clothes,0
really amazing,1
nice much sparklingheartsparklingheartsparklingheartsparklingheartsparklingheartsparklingheartsparklingheartsparklingheartsparklingheartsparklingheart song,1
nobody else see drake,0
rollingonthefloorlaughingfacewithtearsofjoygrinningfacewithsweatthis soooo funny,1
nice song justin bieber,1
make,1
song bring back much memories loudlycryingface,0
coolbutton,0
really missed song,0
frees two thousand twenty-two twelve yrs baby baby baby oooo,1
released four days birth,1
legends watching two thousand twenty-two reply listening two thousand twenty-two,1
fun fact nobody knows selena comes drake video hidden,1
remembering childhoodjackolanternredheart,1
2022let see many legends listening masterpiece fireredheartredheartredheart,1
job views really got pop tiptoe edits,1
fun fact twelve years song still active facewithtearsofjoy,1
song never get old let real guys smilingfacewithhornsloveyougesturemediumlightskintone,1
noticed drake song one hundred thirteen,1
next level song,1
already taken cracked fortunate guy uh uh,0
mom jasmine dari my jams heartsuit pablo,1
really good,1
nine years old first heard song childhood crush twenty-one time flies purpleheart,1
honestly song really good people hate much,1
completed twelve years still thrills soul,1
everyone two thousand twenty-two,1
legends masterpiece 2022smilingfacewithsunglassessmilingfacewithsunglassesfirefire,1
ass,1
desi uncle like two hundred fourteen wifegirlfriend listening wife divorced girlfriend break,0
woooooo12 yearsstarstruckexplodinghead,1
one hundred twenty drake left,1
support nah bro atleast give reply naahredheartslightlysmilingface,1
know love,1
find baby,1
one hundred fourteen ands pause drake,0
three whatever tiptoe popular sound fact one song,1
justin embarrassed lol,0
pure teen pop know people say gay like stop sexualizing teens,0
woooooooooooooooooow,1
first music video seen youtube seven billion views,1
believe twelve years ago om,0
stupid song ever,0
two thousand twenty-two anyone still listeningsmilingfacewithhearteyes,1
sad able see dislikes song facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
two thousand twenty-two,1
nice songokhandheartexclamation,1
seen drake rollingonthefloorlaughing,1
feel like haters stopped commenting song twelve years later still sounds bad,0
hate la songs heartonfireheartonfireheartonfire,0
song never get old man seriously whenever feel low listen like masterpiece,1
two thousand twenty-two enjoying ultimate songstarstruckredheart,1
first love break heart first timesparklingheart,1
baby babysparklingheart,1
jerk,1
eggs,1
one hundred thirteen to drake doin,1
love hate,1
fifteen first line best,0
imagine many people coming everyday moai,1
april two thousand twenty-two see dislikes rollingonthefloorlaughingrollingonthefloorlaughingraisinghandslightskintoneraisinghandslightskintoneraisinghandslightskintone,1
heartexclamationheartexclamationheartexclamationheartexclamation,1
twelve years still listening,1
hearing two thousand twenty-two,1
love song love two thousand twenty-two still listen itseenoevilmonkey,1
legend see two thousand twenty-two,1
my love soon,1
april two thousand twenty-two watch masterpiece legend,1
love bieber,1
disliked song facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,0
literally international anthem two thousand ten musicalnotesmusicalnotemusicalscore,1
really frowningfacefrowningface,0
filmymoji fire,0
fun fact twelve years still comment section active,1
soccerball,1
eyyyyo long time since heard song,1
want apology video,0
april fools,0
parody stil better lol,0
goat job,1
back cuz 2000s is throwback lol,1
justin bieber first love harry styles still love much redheartheartsuitredheartheartsuit,1
love faceblowingakisstwoheartsfaceblowingakiss,1
heard song keypad phone beamingfacewithsmilingeyes two thousand ten,1
song gets vibe lyrics everything amazing,1
oh,1
even though ten years since release still love miss job,1
